symbol,size,price,timestamp
VTEB,5,53.465,2019-10-21 12:21:09.423059693
CLVS,100,3.52,2019-10-21 10:01:49.941201715
JHG,200,22.695,2019-10-21 15:10:06.364220528
IGT,2500,13.525,2019-10-21 09:58:28.896096293
M,100,15.375,2019-10-21 10:22:52.693206868
ATUS,100,29.375,2019-10-21 12:56:19.719233435
CEIX,100,14.465,2019-10-21 13:15:04.740304720
AYX,100,93.3,2019-10-21 10:32:23.880990828
CNC,100,46.2,2019-10-21 15:48:02.828952331
DIS,7,131.505,2019-10-21 10:33:28.557177057
RF,100,16.085,2019-10-21 13:08:32.312049484
SPG,74,153.06,2019-10-21 14:45:59.312244362
BBD,92,8.085,2019-10-21 10:08:45.543840279
DHI,100,53.53,2019-10-21 12:24:04.412966662
RIO,2,51.755,2019-10-21 14:50:31.625113112
EBAY,100,39.1,2019-10-21 09:46:37.870757294
OXY,100,40.47,2019-10-21 10:58:15.574479385
WPM,100,26.43,2019-10-21 10:02:13.000502679
XME,100,26.065,2019-10-21 10:29:40.138810107
UHS,1,146.465,2019-10-21 10:29:47.203084296
MAT,100,11.135,2019-10-21 10:05:20.505380692
BLL,100,72.51,2019-10-21 15:33:25.322018953
UBER,50,31.65,2019-10-21 10:46:26.382120026
CFG,100,35.61,2019-10-21 13:16:04.158447326
LB,100,16.61,2019-10-21 14:28:21.295703497
DLPH,100,13.95,2019-10-21 11:38:01.155903447
NCR,100,30.21,2019-10-21 10:39:43.641073914
FOX,100,32.075,2019-10-21 15:57:43.443288440
CYCN,3,10.91,2019-10-21 13:06:35.893551275
AA,5,21.095,2019-10-21 11:51:34.434739263
EFA,400,66.725,2019-10-21 10:29:17.451555888
VLO,100,93.06,2019-10-21 11:24:43.948887624
MLCO,100,20.815,2019-10-21 15:56:05.768444111
AEE,100,76.84,2019-10-21 10:37:29.320018164
INN,100,12.11,2019-10-21 15:00:16.691619027
FOXA,7,32.445,2019-10-21 14:45:21.262644694
JWN,100,35.72,2019-10-21 15:44:28.751863113
JWN,100,35.685,2019-10-21 15:29:34.147217136
BGG,100,6.33,2019-10-21 15:56:36.951759176
VCIT,1,91.05,2019-10-21 12:56:16.664755800
VRSN,1,187.3,2019-10-21 11:47:56.952818356
WMB,100,22.935,2019-10-21 15:41:44.852638315
MT,100,15.135,2019-10-21 10:19:11.237048626
JNJ,1,127.545,2019-10-21 10:37:12.124846210
SPY,1,299.995,2019-10-21 15:46:14.961009302
CVRS,2,4.275,2019-10-21 10:19:58.522397894
MTZ,10,68.215,2019-10-21 10:27:06.563907993
VICI,100,23.355,2019-10-21 11:35:20.389312026
PBF,200,30.13,2019-10-21 12:54:10.367150275
LNG,100,63.325,2019-10-21 11:52:07.264502820
SLB,100,33.635,2019-10-21 15:58:27.220635732
NVS,100,86.2,2019-10-21 13:46:37.141349374
GES,8,17.23,2019-10-21 15:50:12.922006852
SDC,100,9.22,2019-10-21 15:00:08.384795230
BLDR,9,23.355,2019-10-21 15:58:30.361879330
APA,100,22.7,2019-10-21 15:02:19.576553157
Z,100,33.355,2019-10-21 15:55:15.898227614
FL,100,45.205,2019-10-21 14:16:29.397992915
FII,100,31.92,2019-10-21 09:32:32.113527342
VKTX,100,6.525,2019-10-21 14:34:13.711106944
DDS,100,67.385,2019-10-21 12:42:00.910507697
GDI,10,31.155,2019-10-21 15:58:29.179034527
TSG,71,19.89,2019-10-21 10:55:15.383075669
MDLA,100,27.035,2019-10-21 12:12:07.886923034
BTU,400,15.42,2019-10-21 15:11:32.483593846
SYMC,100,23.12,2019-10-21 13:01:52.274080693
MO,100,45.235,2019-10-21 14:29:52.100236297
EWC,100,28.73,2019-10-21 10:00:34.052704037
MLPA,13,8.055,2019-10-21 13:29:50.642810272
UNH,1,243.87,2019-10-21 09:51:28.166880729
AGIO,120,32.78,2019-10-21 11:50:23.206149637
NRG,100,40.4,2019-10-21 09:48:37.933487761
CBAY,100,4.875,2019-10-21 11:57:51.905665506
CBZ,5,25.1,2019-10-21 12:06:57.454944306
FTCH,100,8.09,2019-10-21 11:36:02.224773423
INFY,300,9.33,2019-10-21 10:08:34.036039614
LEA,200,120.88,2019-10-21 14:48:55.598551116
DQ,50,39.95,2019-10-21 15:27:27.029931285
HTH,8,23.92,2019-10-21 15:58:30.671266173
HBAN,100,14.355,2019-10-21 12:28:13.873838398
CNO,1,15.835,2019-10-21 10:15:03.216310647
MTDR,1,12.305,2019-10-21 10:48:46.238058007
KR,2,24.135,2019-10-21 09:53:34.609851894
KO,100,54.095,2019-10-21 09:46:06.347491868
LX,100,10.64,2019-10-21 15:55:15.229139406
BEN,100,27.455,2019-10-21 10:46:39.241567534
CIO,100,13.635,2019-10-21 15:53:38.745284511
SQ,1,61.32,2019-10-21 13:28:26.596939446
TCRR,60,15.28,2019-10-21 11:44:50.787518866
HAS,600,120.3,2019-10-21 12:17:52.887916920
PAHC,100,21.155,2019-10-21 11:49:04.145879516
RYAM,10,4.21,2019-10-21 09:59:17.704559035
LII,100,255.3,2019-10-21 10:38:19.936334521
KBR,100,25.525,2019-10-21 12:57:48.459059634
MNST,18,56.34,2019-10-21 10:54:08.642934916
XLI,100,77.335,2019-10-21 15:23:21.976142354
NKE,100,95.9,2019-10-21 10:33:10.324582729
ROST,33,109.285,2019-10-21 13:52:55.011907531
VPG,30,32.47,2019-10-21 13:57:07.456364534
PSTG,200,18.425,2019-10-21 14:03:31.217559067
NFG,100,44.63,2019-10-21 13:40:45.834544512
Z,200,32.8,2019-10-21 09:56:47.825037655
CMI,100,172.16,2019-10-21 10:13:08.298833289
ABT,40,82.01,2019-10-21 14:31:17.791751755
PTON,29,22.42,2019-10-21 15:47:32.801153059
ISBC,100,12.345,2019-10-21 11:12:25.901158795
ZM,100,65.42,2019-10-21 13:42:04.313941312
THO,100,59.19,2019-10-21 10:39:06.357576293
HUYA,100,21.85,2019-10-21 10:13:35.248655581
GIS,100,52.535,2019-10-21 11:13:56.626773811
TVTY,30,16.1,2019-10-21 15:27:55.816966755
MNST,3,56.195,2019-10-21 14:59:34.306795655
BABA,100,172.785,2019-10-21 12:29:14.006689198
CIEN,100,38.61,2019-10-21 14:15:04.774697534
NBR,200,1.735,2019-10-21 11:17:09.232288873
SGEN,100,99.76,2019-10-21 10:06:07.226644591
HLT,100,92.28,2019-10-21 15:45:30.387939559
BCPC,100,101.04,2019-10-21 15:58:40.967170785
KAI,100,88.04,2019-10-21 12:57:37.055341232
SID,200,3.225,2019-10-21 15:58:02.654275043
NTAP,100,54.99,2019-10-21 14:58:37.781815141
TWTR,8,39.695,2019-10-21 09:54:23.836532852
AJG,1,90.1,2019-10-21 11:44:47.114414749
CRTO,1,19.255,2019-10-21 09:55:01.123787538
MYL,1,18.455,2019-10-21 13:58:14.891500375
BAC,100,31.06,2019-10-21 12:43:24.235278334
TJX,100,60.015,2019-10-21 11:17:06.228350118
STLD,100,28.595,2019-10-21 15:58:56.995222464
AMAT,100,52.505,2019-10-21 15:25:16.293645674
HTHT,100,35.86,2019-10-21 09:51:34.763891058
HBAN,100,14.36,2019-10-21 11:35:09.844216309
AFL,500,52.885,2019-10-21 15:48:40.046398240
COP,100,55.195,2019-10-21 11:50:29.857711831
Z,100,33.205,2019-10-21 14:28:18.682295227
NEWR,157,59.83,2019-10-21 15:59:44.223106249
BRBR,100,16.77,2019-10-21 15:58:40.517279929
MDP,64,37.26,2019-10-21 14:37:31.657712215
HAL,168,19.545,2019-10-21 10:56:52.947958144
BBL,82,41.57,2019-10-21 11:21:49.002200758
DWT,700,5.725,2019-10-21 11:12:07.004170002
CDEV,100,3.185,2019-10-21 10:35:49.438642577
GPK,100,14.98,2019-10-21 13:21:06.606645440
USAC,100,17.995,2019-10-21 15:42:38.893494026
TUFN,13,16.045,2019-10-21 15:58:53.311261054
COWN,18,14.4,2019-10-21 14:42:51.652982030
CLB,14,42.03,2019-10-21 15:54:27.851396648
VZ,100,61.06,2019-10-21 09:32:27.779805338
JD,26,30.96,2019-10-21 14:28:11.095924947
CROX,48,33.47,2019-10-21 10:07:59.346202388
LLY,100,108.23,2019-10-21 13:09:07.616575340
VZ,6,60.795,2019-10-21 14:34:29.928765608
APTS,100,14.505,2019-10-21 14:05:19.581571756
IAA,100,38.215,2019-10-21 10:19:33.556688105
AZN,5,43.83,2019-10-21 11:29:51.830999276
CRM,1,144.96,2019-10-21 13:20:09.718452971
CMCSA,100,45.975,2019-10-21 15:30:23.596445093
DVN,300,20.245,2019-10-21 15:35:08.121474345
CVNA,8,75.96,2019-10-21 10:58:24.713649108
VNE,100,16.58,2019-10-21 13:19:55.835259079
FOMX,100,3.145,2019-10-21 10:34:32.726254634
VONG,100,166.57,2019-10-21 15:59:54.013940766
BURL,100,196.8,2019-10-21 11:01:15.010655860
DVA,100,59.185,2019-10-21 13:17:10.116367773
FL,82,44.81,2019-10-21 11:10:24.742117727
SVXY,100,56.195,2019-10-21 09:52:55.640935058
RES,127,5.055,2019-10-21 13:05:15.055319591
BMY,100,52.6,2019-10-21 10:04:04.728012255
DNR,2,1.0,2019-10-21 15:33:04.035017765
LUV,100,53.215,2019-10-21 15:43:23.250086814
ABBV,1,77.345,2019-10-21 12:58:48.223915907
ZM,100,64.605,2019-10-21 10:20:22.286782223
XOP,43,20.44,2019-10-21 10:10:03.472584603
FOXA,92,32.69,2019-10-21 15:54:03.356752527
BSX,100,38.68,2019-10-21 15:55:21.242236107
CATS,100,13.59,2019-10-21 15:16:45.987903203
NLY,71,8.93,2019-10-21 14:02:14.162829641
KMI,100,20.125,2019-10-21 15:46:20.738873370
VRA,5,10.85,2019-10-21 15:54:06.088086049
CMCSA,100,46.01,2019-10-21 10:49:22.003307481
DHR,200,137.88,2019-10-21 10:11:42.424769980
PDCO,100,17.65,2019-10-21 10:33:46.508519148
AMZN,100,1768.6,2019-10-21 09:30:04.005860182
COMM,28,12.83,2019-10-21 14:50:43.418597361
ELF,100,17.76,2019-10-21 12:34:35.233863356
LBTYA,100,25.58,2019-10-21 15:48:23.014728154
T,100,38.245,2019-10-21 15:41:00.244190635
MTCH,90,73.07,2019-10-21 11:48:16.382075977
EWY,100,58.56,2019-10-21 10:19:18.870845832
HAL,300,19.565,2019-10-21 10:02:46.647005885
HPE,500,16.225,2019-10-21 14:34:09.315128608
VZ,200,60.805,2019-10-21 14:44:23.232846368
ALKS,100,18.425,2019-10-21 15:58:38.135993642
EL,100,186.195,2019-10-21 11:59:53.761674614
BR,100,122.205,2019-10-21 10:19:13.292179137
VXX,100,20.775,2019-10-21 12:46:00.059533092
GM,6,36.45,2019-10-21 09:59:07.586559118
ABT,100,81.7,2019-10-21 15:52:48.236141853
FIS,258,128.885,2019-10-21 15:38:16.643670697
CLB,100,42.24,2019-10-21 11:54:39.139514759
SE,300,27.26,2019-10-21 12:05:23.780519952
EQM,400,33.09,2019-10-21 15:50:10.446525248
CSCO,100,47.435,2019-10-21 13:34:04.685523263
CHK,400,1.27,2019-10-21 10:16:49.228405417
SRG,200,44.26,2019-10-21 09:32:11.991173987
PE,100,15.54,2019-10-21 13:07:35.286423418
HIW,100,44.14,2019-10-21 15:29:52.115294771
TEVA,100,8.2,2019-10-21 14:02:07.345289002
TEVA,60,7.67,2019-10-21 10:18:42.638922253
AAPL,100,240.21,2019-10-21 15:40:32.037807616
AM,100,7.39,2019-10-21 11:00:14.872594373
MTOR,10,21.775,2019-10-21 12:22:55.315323221
JPM,65,123.29,2019-10-21 12:54:29.325780749
MDR,500,2.185,2019-10-21 10:37:36.598302365
UAA,100,20.01,2019-10-21 14:10:25.185871586
BWA,100,39.085,2019-10-21 12:25:47.976567521
JNJ,200,128.38,2019-10-21 09:39:59.883388052
INTC,100,51.73,2019-10-21 09:45:08.333374715
TDW,22,15.835,2019-10-21 15:59:43.046346857
AMCR,100,9.73,2019-10-21 12:28:30.662308944
HPE,100,16.01,2019-10-21 10:09:47.111443791
ZEN,100,64.31,2019-10-21 13:55:03.941929395
SUM,100,23.33,2019-10-21 15:27:38.141227856
ATVI,61,55.2,2019-10-21 09:35:57.718101721
RIG,100,4.545,2019-10-21 14:51:14.011550505
HPE,100,16.295,2019-10-21 10:43:36.932553608
KEY,100,18.16,2019-10-21 11:07:11.445542044
JAG,100,6.825,2019-10-21 12:22:36.519408315
AAPL,4,240.39,2019-10-21 11:09:48.908580847
WBC,16,134.99,2019-10-21 12:47:17.729306199
TEVA,100,7.735,2019-10-21 13:22:49.137100047
RH,100,184.92,2019-10-21 15:55:12.609268233
INFY,300,9.35,2019-10-21 09:54:28.663077995
BJ,100,25.23,2019-10-21 13:47:07.509056963
COLD,7,38.31,2019-10-21 13:23:06.488527629
PCG,2234,7.845,2019-10-21 10:19:13.038037361
ACB,17,3.575,2019-10-21 11:06:51.652469944
FLNT,100,2.675,2019-10-21 12:03:35.522604173
ALGN,100,212.42,2019-10-21 13:57:21.767603589
IGMS,20,19.0,2019-10-21 14:44:51.807419977
TEVA,100,8.13,2019-10-21 14:01:36.434554460
AEO,300,15.765,2019-10-21 12:41:02.883766858
OXY,100,40.53,2019-10-21 09:56:46.040863906
MS,100,44.895,2019-10-21 12:08:02.819135961
AMRN,100,16.17,2019-10-21 15:10:30.885849050
JWN,200,35.54,2019-10-21 12:30:29.485951746
JNK,200,108.535,2019-10-21 15:44:32.194381679
WMGI,1,20.33,2019-10-21 15:52:57.810416948
BTE,6,1.195,2019-10-21 11:14:03.836583824
NFLX,47,277.26,2019-10-21 15:23:05.847196051
IP,2,42.49,2019-10-21 14:29:51.098101929
EW,13,226.455,2019-10-21 10:51:19.039872808
VGK,100,55.22,2019-10-21 10:35:19.598014659
OXY,100,40.345,2019-10-21 10:41:06.984767516
LNG,1,63.41,2019-10-21 13:27:09.267343219
CDLX,49,37.97,2019-10-21 15:31:20.024746458
AMLP,100,8.735,2019-10-21 10:06:22.721696137
IP,200,42.355,2019-10-21 15:41:00.043124559
DNKN,2,75.865,2019-10-21 15:27:07.520789772
ANTM,100,252.4,2019-10-21 12:15:22.102771960
HMST,100,28.715,2019-10-21 15:48:43.302396908
TEVA,100,8.26,2019-10-21 14:02:25.404856698
SPR,100,75.4,2019-10-21 09:39:35.910756742
WPX,100,9.41,2019-10-21 10:39:20.306773533
AAL,300,28.625,2019-10-21 15:58:18.015387783
ZVZZT,100,10.01,2019-10-21 09:43:48.010713243
ESTE,10,3.405,2019-10-21 13:13:03.522822921
TXN,200,130.615,2019-10-21 15:34:39.976557117
MPLX,1,26.79,2019-10-21 10:33:53.937964475
COG,7,18.28,2019-10-21 15:54:39.510427413
KEYS,100,102.985,2019-10-21 15:53:31.073154230
LHX,100,200.905,2019-10-21 12:27:57.936618370
CXP,61,20.265,2019-10-21 15:56:17.565691203
GLPI,100,38.88,2019-10-21 13:45:23.025618490
TAST,200,7.725,2019-10-21 13:34:12.895255385
SRE,1,145.41,2019-10-21 10:15:07.776674233
GME,200,5.965,2019-10-21 12:42:42.413273790
V,100,176.64,2019-10-21 15:36:06.605449461
LB,44,16.645,2019-10-21 09:55:13.197156780
MCRB,100,3.5,2019-10-21 14:43:29.053661693
TCF,100,37.455,2019-10-21 15:56:34.136032535
MDU,100,27.915,2019-10-21 14:41:32.882405513
VFC,2,93.425,2019-10-21 13:47:33.696350783
ZAYO,100,34.25,2019-10-21 15:28:17.070112063
VZ,100,60.81,2019-10-21 10:56:34.429597351
VT,300,75.955,2019-10-21 10:00:00.028777861
TGTX,100,5.515,2019-10-21 15:54:26.005745443
CPE,1000,3.83,2019-10-21 11:49:43.702190920
INFY,100,9.28,2019-10-21 12:47:10.416295417
CMI,100,171.595,2019-10-21 15:52:36.012824884
CSCO,100,47.375,2019-10-21 15:58:14.232571237
WBA,100,54.92,2019-10-21 11:20:38.202379499
DVA,15,58.77,2019-10-21 15:53:54.520572612
CAG,500,27.495,2019-10-21 11:44:46.044115425
ATVI,100,55.585,2019-10-21 15:55:49.897195390
ALLO,10,27.97,2019-10-21 11:34:47.419646356
APO,100,39.995,2019-10-21 15:56:21.769162361
PENN,1,20.645,2019-10-21 15:22:43.646090112
NEWM,100,8.975,2019-10-21 09:54:12.602286324
PEP,100,136.43,2019-10-21 14:27:11.263096746
GTLS,100,57.88,2019-10-21 11:09:16.587659623
HD,100,236.68,2019-10-21 15:25:29.090611527
TNDM,100,63.17,2019-10-21 10:58:41.117917517
FHN,100,15.765,2019-10-21 10:46:32.661588582
MTDR,100,12.565,2019-10-21 12:31:06.646660464
WW,2,35.605,2019-10-21 10:00:35.043615935
GM,2,35.865,2019-10-21 14:16:15.711599027
EOG,4,67.705,2019-10-21 15:59:17.154162106
KLAC,6,164.0,2019-10-21 14:21:19.316564700
KURA,100,14.825,2019-10-21 11:35:43.760300885
C,70,71.2,2019-10-21 13:38:35.404405812
XLI,100,77.325,2019-10-21 14:59:06.702590101
KMPR,100,75.61,2019-10-21 12:09:01.468622514
RDS.A,1,58.065,2019-10-21 09:37:07.165442333
SPR,3,74.51,2019-10-21 13:00:28.552694882
RPAI,1,13.18,2019-10-21 13:01:17.380849022
JBLU,78,17.6,2019-10-21 12:41:14.052623199
TKR,100,45.07,2019-10-21 12:40:16.657613411
RCL,100,111.835,2019-10-21 13:53:04.188074879
PTC,100,66.14,2019-10-21 12:02:16.510776542
TNET,4,60.06,2019-10-21 11:24:04.666080792
CTL,100,12.535,2019-10-21 13:28:57.854460569
SWN,100,2.03,2019-10-21 14:49:42.613397509
AM,27,7.3,2019-10-21 12:58:43.107734201
DHI,100,53.21,2019-10-21 14:38:56.943242624
GNTX,100,27.58,2019-10-21 11:19:16.826109220
EOG,100,67.175,2019-10-21 14:32:30.225933724
MVC,100,9.055,2019-10-21 14:34:51.757244600
FRME,97,38.215,2019-10-21 14:13:27.626395641
AMZN,100,1777.94,2019-10-21 12:14:30.136594824
IR,300,117.85,2019-10-21 15:55:29.125934464
TME,100,14.085,2019-10-21 15:39:16.720407403
FII,1,31.82,2019-10-21 09:34:31.417912339
WMB,6,22.95,2019-10-21 10:50:24.646841827
LKQ,100,31.52,2019-10-21 10:41:00.413251788
TER,100,60.34,2019-10-21 12:51:04.837214496
BABA,20,173.775,2019-10-21 15:45:11.093589358
FNKO,100,18.01,2019-10-21 12:13:48.204282129
ZION,100,45.395,2019-10-21 11:47:59.930960939
TSLA,21,254.56,2019-10-21 10:32:24.854694999
HPE,100,16.29,2019-10-21 12:02:40.828922096
PCRX,100,39.48,2019-10-21 13:16:28.279458932
CSCO,100,47.445,2019-10-21 13:38:37.818230501
EXC,3,44.705,2019-10-21 11:38:03.515643138
F,100,9.125,2019-10-21 10:56:53.834699356
GWW,100,316.42,2019-10-21 15:22:17.639649975
DD,100,65.815,2019-10-21 11:50:28.247679653
UNIT,100,7.725,2019-10-21 15:02:01.321642987
CVRS,2,4.275,2019-10-21 10:20:01.878008044
WLH,100,21.115,2019-10-21 14:40:21.537045820
WTI,2,4.135,2019-10-21 09:36:12.461968659
HTHT,100,35.815,2019-10-21 11:06:25.010282020
KMT,100,29.3,2019-10-21 10:57:50.700725045
SLM,100,9.045,2019-10-21 15:28:10.609052077
FAST,100,36.76,2019-10-21 14:21:24.058615846
CFMS,100,2.395,2019-10-21 15:35:36.131999322
FTNT,100,76.43,2019-10-21 12:41:37.058483758
KEY,100,18.11,2019-10-21 12:24:35.756089221
GPOR,600,2.565,2019-10-21 12:06:18.837742793
TRN,100,18.43,2019-10-21 15:35:00.759931613
JCI,100,42.46,2019-10-21 15:54:11.854691839
NBL,1,19.375,2019-10-21 11:33:24.619469657
LEN,600,62.16,2019-10-21 11:53:49.613222656
URBN,4,28.335,2019-10-21 11:41:32.985474486
STT,100,65.055,2019-10-21 13:58:29.559979808
COMM,2,12.71,2019-10-21 13:08:41.471875299
WFC,100,50.295,2019-10-21 09:34:08.522243165
COP,200,54.64,2019-10-21 10:17:27.286203706
CSCO,800,47.315,2019-10-21 15:55:30.032546314
SYF,100,34.975,2019-10-21 12:23:53.399743812
PANW,100,210.4,2019-10-21 09:58:48.254654729
TJX,100,60.195,2019-10-21 10:32:56.360390378
SGEN,100,102.355,2019-10-21 13:01:27.169997914
KNL,1,26.06,2019-10-21 10:38:53.261911086
NKE,1,96.015,2019-10-21 15:07:42.863977244
COF,100,91.21,2019-10-21 09:44:55.959595495
ARCO,100,7.655,2019-10-21 15:48:37.588738675
PFF,100,37.575,2019-10-21 11:37:29.835335381
TPR,1,26.295,2019-10-21 14:23:19.644889558
FTV,100,71.97,2019-10-21 13:14:02.915422737
CUBE,100,34.885,2019-10-21 15:59:15.761949599
V,100,176.54,2019-10-21 14:59:07.642691740
YUMC,100,44.035,2019-10-21 12:54:21.769788966
ORI,11,23.98,2019-10-21 13:51:23.026767779
EIDX,100,39.69,2019-10-21 15:10:39.037422993
HAL,200,19.065,2019-10-21 09:36:27.645628579
MOS,100,19.605,2019-10-21 10:20:38.273047500
LB,25,16.635,2019-10-21 15:53:09.513587612
SABR,111,21.315,2019-10-21 13:48:03.605759147
AIG,4,54.625,2019-10-21 15:44:03.117796163
MAXR,100,7.875,2019-10-21 12:56:47.024317383
PCAR,100,73.29,2019-10-21 10:59:59.976552401
FOLD,100,8.245,2019-10-21 15:38:48.670856829
PDD,100,33.855,2019-10-21 15:26:27.945604970
GL,100,95.165,2019-10-21 13:26:25.758299013
AZO,100,1102.64,2019-10-21 13:28:38.520701401
LIVN,3,75.35,2019-10-21 15:51:31.138788363
TME,100,14.125,2019-10-21 13:41:55.102743243
NCMI,100,8.835,2019-10-21 11:01:56.818203639
INNT,100,1.01,2019-10-21 15:15:09.308932126
INFY,100,9.275,2019-10-21 09:49:59.470238207
IBKR,100,45.255,2019-10-21 15:17:52.159511203
EXC,200,44.695,2019-10-21 15:16:09.784178646
XLK,100,81.735,2019-10-21 15:54:04.156991049
FXI,100,41.605,2019-10-21 13:20:02.941811950
BKD,2,8.57,2019-10-21 14:05:26.490723518
AEO,100,15.76,2019-10-21 15:13:30.245587404
ON,12,19.48,2019-10-21 15:55:17.256765817
F,400,9.035,2019-10-21 15:04:33.676365578
AAN,2,74.04,2019-10-21 15:19:16.734428178
TSLA,25,253.46,2019-10-21 15:59:55.173126900
GE,100,8.835,2019-10-21 13:24:36.384984935
AYX,100,91.485,2019-10-21 10:18:17.022644701
VFC,100,92.815,2019-10-21 09:55:14.372945995
QEP,180,2.685,2019-10-21 14:48:27.028786684
FE,11,48.435,2019-10-21 10:56:30.459114081
PPG,100,124.64,2019-10-21 09:47:48.936463489
WES,100,22.835,2019-10-21 13:44:43.193398734
WBA,2,55.355,2019-10-21 09:44:13.876447794
ST,1,50.435,2019-10-21 10:15:35.356180343
SALT,100,6.805,2019-10-21 13:24:44.334268356
LVS,100,57.74,2019-10-21 10:41:34.767996968
FOX,5,31.995,2019-10-21 15:28:56.527428309
NOV,100,20.895,2019-10-21 12:18:27.642952180
TDS,2,26.23,2019-10-21 10:14:39.491766204
SHO,300,13.78,2019-10-21 14:55:01.115997201
MC,17,32.67,2019-10-21 15:57:43.666327386
GWW,1,316.61,2019-10-21 11:49:42.957647182
TAK,97,17.48,2019-10-21 11:00:32.028357422
AVYA,100,12.215,2019-10-21 15:14:57.027341319
CC,100,15.83,2019-10-21 12:32:17.732266705
SAGE,100,140.795,2019-10-21 12:05:40.426000684
MS,100,44.89,2019-10-21 11:22:58.150438491
VRSK,6,153.44,2019-10-21 13:05:38.839018512
PINS,100,25.94,2019-10-21 10:22:45.371083289
UPS,6,118.35,2019-10-21 10:59:08.633575673
GBCI,10,42.16,2019-10-21 13:23:30.102803175
KAR,100,25.38,2019-10-21 15:53:48.177084201
IEMG,2600,50.92,2019-10-21 15:59:03.669518486
HBAN,300,14.355,2019-10-21 11:26:15.702779724
ERIC,300,9.115,2019-10-21 12:03:18.483760277
RLGY,100,8.03,2019-10-21 14:59:18.961678918
HOLX,100,49.17,2019-10-21 15:59:04.755153145
LLNW,79,4.115,2019-10-21 14:21:03.525435486
ORCL,100,55.155,2019-10-21 15:54:53.813954958
FTCH,100,8.015,2019-10-21 15:17:09.304125825
CSCO,100,47.36,2019-10-21 12:42:11.950093938
MTZ,300,68.08,2019-10-21 15:14:10.124046695
STT,100,65.18,2019-10-21 09:53:41.528598357
OIH,100,11.425,2019-10-21 11:05:24.074573157
VICI,100,23.335,2019-10-21 11:13:25.622017618
BRK.B,100,210.73,2019-10-21 13:07:09.821281533
FOXA,100,32.46,2019-10-21 14:03:36.956563732
EMN,100,73.685,2019-10-21 13:29:48.232861427
CRI,20,97.42,2019-10-21 15:26:03.770955039
RWT,100,16.795,2019-10-21 13:31:27.434472105
HEES,100,29.875,2019-10-21 15:56:20.127052828
FTCH,100,8.015,2019-10-21 15:16:55.603846668
JNPR,100,24.205,2019-10-21 10:36:32.507982094
CCL,1,43.205,2019-10-21 11:29:08.850153260
PUMP,63,8.18,2019-10-21 15:29:30.769498127
HNI,1,38.03,2019-10-21 12:18:23.025279380
WTTR,19,7.495,2019-10-21 15:52:25.222919581
RTN,1,202.7,2019-10-21 13:12:39.042570655
MU,12,44.965,2019-10-21 12:28:31.900432268
BIIB,1,223.915,2019-10-21 12:26:28.336244771
GDX,100,26.64,2019-10-21 14:06:27.871723362
CAG,100,27.515,2019-10-21 15:16:06.787536000
VAR,100,116.41,2019-10-21 15:59:33.798885167
HUBS,1,153.27,2019-10-21 15:44:29.727442354
KNX,100,36.77,2019-10-21 15:53:54.040867838
SNAP,200,14.47,2019-10-21 12:32:50.039212796
SCHW,100,40.895,2019-10-21 15:27:20.204026298
DBX,15,19.16,2019-10-21 11:07:32.355972041
RHI,100,55.94,2019-10-21 09:52:25.943966957
WCN,100,93.91,2019-10-21 10:02:57.372928221
OKE,15,69.36,2019-10-21 14:36:19.622515686
SHO,200,13.815,2019-10-21 15:45:40.647795144
VWO,400,41.555,2019-10-21 12:24:33.135782172
TOT,100,52.035,2019-10-21 10:20:05.239831090
CSCO,100,47.43,2019-10-21 14:54:57.263930791
MDR,26,2.08,2019-10-21 14:14:11.602393132
CWK,100,18.635,2019-10-21 15:59:39.947035071
MS,100,44.995,2019-10-21 15:55:02.289194762
BIIB,100,224.0,2019-10-21 11:15:23.366146016
FIVN,100,54.07,2019-10-21 12:21:01.260043307
DUK,100,95.21,2019-10-21 15:37:49.180046285
CMRX,100,1.485,2019-10-21 15:41:21.832925982
RLGT,100,5.67,2019-10-21 11:17:06.979310939
PVH,19,89.5,2019-10-21 15:53:08.378598175
GPRO,100,3.655,2019-10-21 15:55:36.583289277
SLV,100,16.43,2019-10-21 11:47:03.783788819
CHS,100,3.445,2019-10-21 10:22:06.530148240
RLJ,100,16.79,2019-10-21 11:50:22.549555555
IVZ,100,16.135,2019-10-21 15:39:47.155102292
CCL,600,43.37,2019-10-21 12:00:01.973852560
BKN,100,15.325,2019-10-21 14:03:36.327573507
LW,100,76.96,2019-10-21 13:40:54.940490356
BABA,68,172.415,2019-10-21 10:22:21.935872291
PLNT,65,60.35,2019-10-21 15:31:38.333207746
BLL,200,72.285,2019-10-21 13:29:48.223923307
TXT,100,46.45,2019-10-21 09:46:44.061394734
PINS,106,26.31,2019-10-21 11:56:44.966539718
USFD,100,39.735,2019-10-21 14:11:30.680767915
MS,200,45.03,2019-10-21 15:43:31.323625115
MU,1,44.98,2019-10-21 12:40:26.149930766
HPP,100,33.92,2019-10-21 15:48:27.878042874
VICI,800,23.375,2019-10-21 14:43:11.524922700
BAX,100,88.8,2019-10-21 10:36:54.248192391
CRZO,100,7.51,2019-10-21 11:53:52.741997622
BB,100,5.21,2019-10-21 13:53:27.863314925
ABBV,299,76.415,2019-10-21 10:09:04.122383804
ETFC,100,41.3,2019-10-21 10:00:22.242827583
MSFT,1,138.15,2019-10-21 14:11:10.937919661
BAP,68,208.425,2019-10-21 12:36:10.829619319
