pl_name,hostname,disc_year,radius,temperature,mass,ra,dec,habitable
Kepler-591 b,Kepler-591,2016,3.39,,,286.024052,48.431729,FALSE
Kepler-592 b,Kepler-592,2016,2.39,,,285.7907395,48.6832431,FALSE
Kepler-593 b,Kepler-593,2016,2.87,,,294.9513923,48.6511709,FALSE
Kepler-594 b,Kepler-594,2016,2.18,,,288.9217259,49.7620237,FALSE
Kepler-595 b,Kepler-595,2016,3.708,,17.4,294.5703593,50.6730147,FALSE
Kepler-595 c,Kepler-595,2020,1.009,,3.3,294.5703593,50.6730147,FALSE
Kepler-596 b,Kepler-596,2016,3.46,,,289.5006797,51.6857106,FALSE
Kepler-597 b,Kepler-597,2016,2.37,,,293.4700919,39.2528182,FALSE
Kepler-598 b,Kepler-598,2016,1.5,,,293.1234493,40.9348005,FALSE
Kepler-598 c,Kepler-598,2020,3.024,,,293.1234493,40.9348005,FALSE
Kepler-599 b,Kepler-599,2016,2.84,,,285.9115968,41.0695091,FALSE
Kepler-6 b,Kepler-6,2009,14.617,1460,212.31044,296.8372475,48.2399695,FALSE
Kepler-60 b,Kepler-60,2012,1.71,,4.19,288.9612535,42.2650472,FALSE
Kepler-60 c,Kepler-60,2012,1.9,,3.85,288.9612535,42.2650472,FALSE
Kepler-60 d,Kepler-60,2012,1.99,,4.16,288.9612535,42.2650472,FALSE
Kepler-600 b,Kepler-600,2016,2.9,,,283.8330588,41.9786358,FALSE
Kepler-601 b,Kepler-601,2016,1.9,,,282.0046852,42.1764657,FALSE
Kepler-602 b,Kepler-602,2016,2.09,,,296.0318985,42.1418634,FALSE
Kepler-603 b,Kepler-603,2016,2.65,,,294.2809679,42.2909295,FALSE
Kepler-603 c,Kepler-603,2016,6.5,,,294.2809679,42.2909295,FALSE
Kepler-603 d,Kepler-603,2016,1.32,,,294.2809679,42.2909295,FALSE
Kepler-604 b,Kepler-604,2016,2.59,,,292.3159795,42.6262429,FALSE
Kepler-605 b,Kepler-605,2016,1.44,,,287.2954015,43.2798677,FALSE
Kepler-605 c,Kepler-605,2016,0.86,,,287.2954015,43.2798677,FALSE
Kepler-606 b,Kepler-606,2016,3.31,,,292.42737,44.3812406,FALSE
Kepler-607 b,Kepler-607,2016,0.87,,,291.0571451,44.632306,FALSE
Kepler-608 b,Kepler-608,2016,3.64,,,293.882901,44.6380717,FALSE
Kepler-609 b,Kepler-609,2016,3.35,,,292.2203009,44.6999902,FALSE
Kepler-61 b,Kepler-61,2013,2.15,273,,295.3044942,42.4753193,TRUE
Kepler-610 b,Kepler-610,2016,4.19,,,293.1713241,45.0655934,FALSE
Kepler-610 c,Kepler-610,2016,3.3,,,293.1713241,45.0655934,FALSE
Kepler-611 b,Kepler-611,2016,1.65,,,286.0049121,45.4803043,FALSE
Kepler-612 b,Kepler-612,2016,2.84,,,291.3546278,45.7478551,FALSE
Kepler-613 b,Kepler-613,2016,2.29,,,282.7868415,46.2449846,FALSE
Kepler-614 b,Kepler-614,2016,2.39,,,298.3848866,46.2759867,FALSE
Kepler-615 b,Kepler-615,2016,1.74,,,282.4506927,46.3213671,FALSE
Kepler-616 b,Kepler-616,2016,2.43,,,294.989137,46.8383058,FALSE
Kepler-616 c,Kepler-616,2016,3.41,,,294.989137,46.8383058,FALSE
Kepler-617 b,Kepler-617,2016,1.32,,,283.7407247,47.5161237,FALSE
Kepler-618 b,Kepler-618,2016,2.6,,,286.2498525,48.0609256,FALSE
Kepler-619 b,Kepler-619,2016,3.16,,,290.8490899,48.4159782,FALSE
Kepler-619 c,Kepler-619,2016,1.69,,,290.8490899,48.4159782,FALSE
Kepler-62 b,Kepler-62,2013,1.31,750,9,283.2125621,45.3496992,FALSE
Kepler-62 c,Kepler-62,2013,0.54,578,4,283.2125621,45.3496992,FALSE
Kepler-62 d,Kepler-62,2013,1.95,510,14,283.2125621,45.3496992,FALSE
Kepler-62 e,Kepler-62,2013,1.61,270,36,283.2125621,45.3496992,TRUE
Kepler-62 f,Kepler-62,2013,1.41,208,35,283.2125621,45.3496992,TRUE
Kepler-620 b,Kepler-620,2016,3.32,,,291.1593939,51.3348228,FALSE
Kepler-621 b,Kepler-621,2016,2.3,,,290.927245,39.9141166,FALSE
Kepler-622 b,Kepler-622,2016,2.13,,,284.4784454,40.9331723,FALSE
Kepler-623 b,Kepler-623,2016,3.01,,,296.9867284,47.4773531,FALSE
Kepler-624 b,Kepler-624,2016,2.31,,,295.1933631,39.5396946,FALSE
Kepler-625 b,Kepler-625,2016,1.99,,,292.1504723,39.6375254,FALSE
Kepler-625 c,Kepler-625,2016,1.05,,,292.1504723,39.6375254,FALSE
Kepler-626 b,Kepler-626,2016,2.29,,,288.6986828,39.7082044,FALSE
Kepler-627 b,Kepler-627,2016,3.73,,,292.1042198,39.7678585,FALSE
Kepler-628 b,Kepler-628,2016,8.4,,,290.4492955,39.854802,FALSE
Kepler-629 b,Kepler-629,2016,1.38,,,289.4179128,39.9450757,FALSE
Kepler-63 b,Kepler-63,2013,6.11,,120,289.2262876,49.5482814,FALSE
Kepler-630 b,Kepler-630,2016,3.18,,,293.4270647,39.9423967,FALSE
Kepler-631 b,Kepler-631,2016,2.9,,,296.885724,40.2281717,FALSE
Kepler-632 b,Kepler-632,2016,2.21,,,297.252613,40.288605,FALSE
Kepler-633 b,Kepler-633,2016,1.63,,,295.2173259,40.5921599,FALSE
Kepler-634 b,Kepler-634,2016,1.89,,,291.19509,40.7027352,FALSE
Kepler-635 b,Kepler-635,2016,2.64,,,289.7732613,40.8007019,FALSE
Kepler-636 b,Kepler-636,2016,4.45,,,293.5920614,41.0950891,FALSE
Kepler-637 b,Kepler-637,2016,4.75,,,292.4172566,41.4168384,FALSE
Kepler-638 b,Kepler-638,2016,1.83,,,284.9194213,41.6172093,FALSE
Kepler-639 b,Kepler-639,2016,2.38,,,292.1868271,41.726944,FALSE
Kepler-640 b,Kepler-640,2016,2.56,,,296.0322,42.1317392,FALSE
Kepler-641 b,Kepler-641,2016,1.85,,,291.8235292,42.5161945,FALSE
Kepler-642 b,Kepler-642,2016,2.9,,,293.8345542,42.624948,FALSE
Kepler-643 b,Kepler-643,2016,10.16,,,290.3272423,42.8982283,FALSE
Kepler-644 b,Kepler-644,2016,3.15,,,295.4757022,43.4931119,FALSE
Kepler-645 b,Kepler-645,2016,2.1,,,290.3227098,44.0358625,FALSE
Kepler-646 b,Kepler-646,2016,1.99,,,290.4714596,44.3870422,FALSE
Kepler-647 b,Kepler-647,2016,1.17,,,284.7882977,44.5916225,FALSE
Kepler-647 c,Kepler-647,2020,4.001,,,284.7882977,44.5916225,FALSE
Kepler-648 b,Kepler-648,2016,3.22,,,283.8996207,45.0169137,FALSE
Kepler-649 b,Kepler-649,2016,2.26,,,285.6558336,45.0794516,FALSE
Kepler-65 b,Kepler-65,2012,1.42,,,288.6887221,41.1511076,FALSE
Kepler-65 c,Kepler-65,2012,2.58,,,288.6887221,41.1511076,FALSE
Kepler-65 d,Kepler-65,2012,1.52,,,288.6887221,41.1511076,FALSE
Kepler-65 e,Kepler-65,2019,,,260,288.6887221,41.1511076,FALSE
Kepler-650 b,Kepler-650,2016,2.96,,,289.0009451,45.1542968,FALSE
Kepler-651 b,Kepler-651,2016,2.37,,,287.3327284,46.2034366,FALSE
Kepler-652 b,Kepler-652,2016,2.49,,,288.0080899,46.4736108,FALSE
Kepler-653 b,Kepler-653,2016,1.95,,,282.2130447,46.7177898,FALSE
Kepler-653 c,Kepler-653,2016,0.78,,,282.2130447,46.7177898,FALSE
Kepler-654 b,Kepler-654,2016,2.07,,,297.0683931,46.8342497,FALSE
Kepler-655 b,Kepler-655,2016,2.71,,,297.2590664,46.843165,FALSE
Kepler-656 b,Kepler-656,2016,3.12,,,288.3278778,47.381538,FALSE
Kepler-657 b,Kepler-657,2016,3.52,,,291.1973006,47.3077545,FALSE
Kepler-658 b,Kepler-658,2016,1.63,,,282.983621,47.5783897,FALSE
Kepler-659 b,Kepler-659,2016,2.5,,,287.6081777,47.5096893,FALSE
Kepler-66 b,Kepler-66,2013,2.8,,,293.9815378,46.687728,FALSE
Kepler-660 b,Kepler-660,2016,2.57,,,288.1382985,47.7245642,FALSE
Kepler-661 b,Kepler-661,2016,3.07,,,283.7107463,47.8631748,FALSE
Kepler-662 b,Kepler-662,2016,2.18,,,290.4650801,47.9291252,FALSE
Kepler-663 b,Kepler-663,2016,2.6,,,297.8082232,47.9466342,FALSE
Kepler-664 b,Kepler-664,2016,2.66,,,288.7549029,48.226203,FALSE
Kepler-665 b,Kepler-665,2016,2.6,,,297.0255947,48.4785669,FALSE
Kepler-666 b,Kepler-666,2016,2.4,,,298.4568899,48.7915925,FALSE
Kepler-667 b,Kepler-667,2016,4.73,,,295.5549918,49.0172956,FALSE
Kepler-668 b,Kepler-668,2016,2.7,,,285.4992845,49.2772713,FALSE
Kepler-669 b,Kepler-669,2016,4.83,,,291.9361615,49.2539473,FALSE
Kepler-67 b,Kepler-67,2013,2.94,,,294.1533505,46.1663976,FALSE
Kepler-670 b,Kepler-670,2016,13.18,,,297.0154644,49.2252988,FALSE
Kepler-671 b,Kepler-671,2016,2.69,,,294.2657519,49.3140933,FALSE
Kepler-672 b,Kepler-672,2016,2.5,,,291.7219993,49.4808492,FALSE
Kepler-673 b,Kepler-673,2016,6.54,,,290.7857595,50.0540561,FALSE
Kepler-674 b,Kepler-674,2016,1.69,,,285.1761864,50.1496897,FALSE
Kepler-675 b,Kepler-675,2016,2.44,,,293.8334488,50.2303479,FALSE
Kepler-676 b,Kepler-676,2016,3.04,,,296.2220259,50.2873626,FALSE
Kepler-677 b,Kepler-677,2016,5.38,,,290.0980478,50.3215731,FALSE
Kepler-678 b,Kepler-678,2016,5.14,,,295.4552577,50.4945093,FALSE
Kepler-679 b,Kepler-679,2016,3.01,,,296.0213374,50.5678019,FALSE
Kepler-68 b,Kepler-68,2013,,,7.65,291.0323102,49.0402129,FALSE
Kepler-68 c,Kepler-68,2013,,,2.04,291.0323102,49.0402129,FALSE
Kepler-68 d,Kepler-68,2013,,,244.7291,291.0323102,49.0402129,FALSE
Kepler-680 b,Kepler-680,2016,2.42,,,291.622381,50.6181793,FALSE
Kepler-681 b,Kepler-681,2016,3.08,,,289.3997364,51.2502428,FALSE
Kepler-682 b,Kepler-682,2016,7.37,,,289.1122204,51.7373589,FALSE
Kepler-683 b,Kepler-683,2016,1.97,,,291.4399598,37.9056293,FALSE
Kepler-684 b,Kepler-684,2016,3.36,,,290.8704935,38.2735978,FALSE
Kepler-685 b,Kepler-685,2016,10.58,,,293.8719143,38.4229184,FALSE
Kepler-686 b,Kepler-686,2016,12.15,,,285.213819,39.027466,FALSE
Kepler-687 b,Kepler-687,2016,3.52,,,289.3154576,39.1532911,FALSE
Kepler-688 b,Kepler-688,2016,9.76,,,294.6552312,39.3083446,FALSE
Kepler-689 b,Kepler-689,2016,2.89,,,294.7106347,39.5216975,FALSE
Kepler-69 b,Kepler-69,2013,2.24,779,,293.2609013,44.8688656,FALSE
Kepler-69 c,Kepler-69,2013,1.71,299,,293.2609013,44.8688656,FALSE
Kepler-690 b,Kepler-690,2016,5.95,,,294.4899225,39.7714758,FALSE
Kepler-691 b,Kepler-691,2016,2.09,,,288.8117314,40.0332311,FALSE
Kepler-692 b,Kepler-692,2016,3.11,,,294.7768068,40.1537027,FALSE
Kepler-693 b,Kepler-693,2016,10.18,,,283.253527,40.3582155,FALSE
Kepler-694 b,Kepler-694,2016,2.8,,,291.1495269,40.4204569,FALSE
Kepler-695 b,Kepler-695,2016,9.21,,,299.3160934,40.8223815,FALSE
Kepler-696 b,Kepler-696,2016,6.14,,,293.4965906,41.1375635,FALSE
Kepler-697 b,Kepler-697,2016,4.13,,,283.8643937,41.3463859,FALSE
Kepler-698 b,Kepler-698,2016,3.68,,,288.5099994,41.3017465,FALSE
Kepler-699 b,Kepler-699,2016,14.11,,,296.8881532,41.3960896,FALSE
Kepler-7 b,Kepler-7,2009,18.181,1630,140.16303,288.5814928,41.0897335,FALSE
Kepler-700 b,Kepler-700,2016,5.99,,,287.154224,41.5657775,FALSE
Kepler-701 b,Kepler-701,2016,2.84,,,288.99418,41.6333125,FALSE
Kepler-702 b,Kepler-702,2016,9.17,,,293.8781041,41.6617245,FALSE
Kepler-703 b,Kepler-703,2016,8.2,,,299.1868586,41.742699,FALSE
Kepler-704 b,Kepler-704,2016,2.61,,,283.3163671,41.8370942,FALSE
Kepler-705 b,Kepler-705,2016,2.11,,,289.5085612,41.8120234,TRUE
Kepler-706 b,Kepler-706,2016,13.17,,,291.7602803,41.9440794,FALSE
Kepler-707 b,Kepler-707,2016,1.33,,,290.007564,42.1164698,FALSE
Kepler-708 b,Kepler-708,2016,2.93,,,293.8164588,42.2125159,FALSE
Kepler-709 b,Kepler-709,2016,2.92,,,292.105272,42.3803077,FALSE
Kepler-710 b,Kepler-710,2016,1.88,,,291.9641255,42.6961308,FALSE
Kepler-711 b,Kepler-711,2016,3.41,,,297.4600468,42.8398172,FALSE
Kepler-712 b,Kepler-712,2016,3.41,,,294.9096739,42.9351987,FALSE
Kepler-712 c,Kepler-712,2016,4.85,,,294.9096739,42.9351987,FALSE
Kepler-713 b,Kepler-713,2016,2.48,,,295.6513819,43.0297781,FALSE
Kepler-714 b,Kepler-714,2016,9.67,,,282.6994685,43.2727437,FALSE
Kepler-715 b,Kepler-715,2016,3.75,,,283.6307971,43.3793638,FALSE
Kepler-716 b,Kepler-716,2016,2.9,,,290.3931809,43.3638577,FALSE
Kepler-716 c,Kepler-716,2020,1.393,,,290.3931809,43.3638577,FALSE
Kepler-717 b,Kepler-717,2016,2.42,,,292.9655071,43.346345,FALSE
Kepler-718 b,Kepler-718,2016,16.56,,,299.5618676,43.5035173,FALSE
Kepler-719 b,Kepler-719,2016,8.52,,,295.5360628,43.8844116,FALSE
Kepler-720 b,Kepler-720,2016,8.41,,,298.6356478,44.1709388,FALSE
Kepler-721 b,Kepler-721,2016,2.64,,,284.4305132,44.4803776,FALSE
Kepler-722 b,Kepler-722,2016,2.63,,,290.2632874,44.5564051,FALSE
Kepler-722 c,Kepler-722,2016,2.82,,,290.2632874,44.5564051,FALSE
Kepler-723 b,Kepler-723,2016,12.19,,,284.8304434,44.6580932,FALSE
Kepler-724 b,Kepler-724,2016,3.29,,,293.4548441,44.7927823,FALSE
Kepler-725 b,Kepler-725,2016,10.63,,,283.9774949,44.8115613,FALSE
Kepler-726 b,Kepler-726,2016,3.26,,,291.7172776,44.8873466,FALSE
Kepler-727 b,Kepler-727,2016,2.53,,,294.8469333,45.0344155,FALSE
Kepler-728 b,Kepler-728,2016,3.34,,,291.0923621,45.1155087,FALSE
Kepler-729 b,Kepler-729,2016,3.58,,,286.3600604,45.4142664,FALSE
Kepler-730 b,Kepler-730,2016,12.33,1219,,285.5547895,45.578842,FALSE
Kepler-730 c,Kepler-730,2018,1.569,1607,,285.5547895,45.578842,FALSE
Kepler-731 b,Kepler-731,2016,13.88,,,296.3931945,45.568533,FALSE
Kepler-732 b,Kepler-732,2016,2.18,,,283.7317274,45.9585288,FALSE
Kepler-732 c,Kepler-732,2016,1.27,,,283.7317274,45.9585288,FALSE
Kepler-733 b,Kepler-733,2016,2.82,,,293.0181882,45.9147063,FALSE
Kepler-734 b,Kepler-734,2016,3.56,,,297.0456122,46.0273893,FALSE
Kepler-735 b,Kepler-735,2016,2.95,,,284.6888328,46.1721391,FALSE
Kepler-736 b,Kepler-736,2016,2.93,,,285.3913092,46.1809293,FALSE
Kepler-737 b,Kepler-737,2016,1.96,,,291.8629793,46.4291614,FALSE
Kepler-738 b,Kepler-738,2016,2.5,,,287.5696516,46.5679011,FALSE
Kepler-739 b,Kepler-739,2016,3.32,,,290.067994,46.5791535,FALSE
Kepler-74 b,Kepler-74,2013,10.76,1078,200.22,293.0925275,41.3555095,FALSE
Kepler-740 b,Kepler-740,2016,4.57,,,286.4822566,46.692456,FALSE
Kepler-741 b,Kepler-741,2016,2.97,,,289.4317294,46.6174978,FALSE
Kepler-742 b,Kepler-742,2016,3.24,,,283.8659676,46.7896522,FALSE
Kepler-743 b,Kepler-743,2016,1.21,,,295.57423,42.8064255,FALSE
Kepler-744 b,Kepler-744,2016,1.62,,,296.4960493,47.1827848,FALSE
Kepler-745 b,Kepler-745,2016,2.16,,,291.4994412,37.0592571,FALSE
Kepler-746 b,Kepler-746,2016,1.11,,,290.6822097,37.3551593,FALSE
Kepler-747 b,Kepler-747,2016,5.27,,,288.4165196,41.0298175,FALSE
Kepler-748 b,Kepler-748,2016,2.52,,,292.2628779,37.2369732,FALSE
Kepler-749 b,Kepler-749,2016,3.1,,,299.8973341,43.9040667,FALSE
Kepler-75 b,Kepler-75,2013,11.77,767,3209.9,291.1376203,36.5773443,FALSE
Kepler-750 b,Kepler-750,2016,3.07,,,289.0968274,44.004364,FALSE
Kepler-750 c,Kepler-750,2016,1.62,,,289.0968274,44.004364,FALSE
Kepler-751 b,Kepler-751,2016,2.46,,,294.8438103,44.0776872,FALSE
Kepler-752 b,Kepler-752,2016,2.81,,,292.2681469,37.955672,FALSE
Kepler-753 b,Kepler-753,2016,1.91,,,291.9032411,37.9023677,FALSE
Kepler-754 b,Kepler-754,2016,2.01,,,293.2541121,37.8461519,FALSE
Kepler-755 b,Kepler-755,2016,1.76,,,296.8609348,41.0973178,FALSE
Kepler-755 c,Kepler-755,2016,1.26,,,296.8609348,41.0973178,FALSE
Kepler-756 b,Kepler-756,2016,1.12,,,290.6079736,41.201094,FALSE
Kepler-757 b,Kepler-757,2016,1.36,,,296.6804876,41.3865279,FALSE
Kepler-758 b,Kepler-758,2016,2.48,,,293.0846115,41.1354049,FALSE
Kepler-758 c,Kepler-758,2016,1.69,,,293.0846115,41.1354049,FALSE
Kepler-758 d,Kepler-758,2016,2.12,,,293.0846115,41.1354049,FALSE
Kepler-758 e,Kepler-758,2016,1.53,,,293.0846115,41.1354049,FALSE
Kepler-759 b,Kepler-759,2016,2.27,,,290.1314231,41.3814345,FALSE
Kepler-76 b,Kepler-76,2013,15.244,2140,638.8383,294.1921185,39.6189727,FALSE
Kepler-760 b,Kepler-760,2016,3.06,,,287.5931997,44.1794278,FALSE
Kepler-760 c,Kepler-760,2016,1.48,,,287.5931997,44.1794278,FALSE
Kepler-761 b,Kepler-761,2016,2.03,,,290.503599,44.1436249,FALSE
Kepler-762 b,Kepler-762,2016,12.68,,,291.2756631,47.3295107,FALSE
Kepler-763 b,Kepler-763,2016,1.22,,,292.1445534,47.1573604,FALSE
Kepler-764 b,Kepler-764,2016,1.64,,,297.3931183,47.1645814,FALSE
Kepler-765 b,Kepler-765,2016,2.43,,,283.1846044,47.1557114,FALSE
Kepler-766 b,Kepler-766,2016,3.39,,,293.1845144,37.9698357,FALSE
Kepler-767 b,Kepler-767,2016,6.64,,,291.5791562,38.0358066,FALSE
Kepler-768 b,Kepler-768,2016,1.79,,,294.1156858,38.3934378,FALSE
Kepler-769 b,Kepler-769,2016,2.92,,,292.7130925,38.3581685,FALSE
Kepler-769 c,Kepler-769,2016,1.79,,,292.7130925,38.3581685,FALSE
Kepler-77 b,Kepler-77,2013,10.761,1440,136.661,289.6079433,44.3454347,FALSE
Kepler-770 b,Kepler-770,2016,2.3,,,286.4904589,38.374872,FALSE
Kepler-770 c,Kepler-770,2016,1.2,,,286.4904589,38.374872,FALSE
Kepler-770 d,Kepler-770,2016,1.4,,,286.4904589,38.374872,FALSE
Kepler-771 b,Kepler-771,2016,1.82,,,287.4441104,38.0884183,FALSE
Kepler-772 b,Kepler-772,2016,1.82,,,291.423582,38.2165603,FALSE
Kepler-773 b,Kepler-773,2016,1.43,,,290.8846217,38.0575539,FALSE
Kepler-774 b,Kepler-774,2016,3.17,,,291.0318604,38.211894,FALSE
Kepler-775 b,Kepler-775,2016,1.19,,,291.4332781,41.7033162,FALSE
Kepler-776 b,Kepler-776,2016,1.28,,,287.2726117,41.6356009,FALSE
Kepler-777 b,Kepler-777,2016,1.47,,,282.7241098,44.3465098,FALSE
Kepler-778 b,Kepler-778,2016,1.68,,,287.4774867,44.2374702,FALSE
Kepler-779 b,Kepler-779,2016,0.92,,,285.6285208,44.3107855,FALSE
Kepler-78 b,Kepler-78,2013,1.121,,1.96716,293.7419543,44.4482521,FALSE
Kepler-780 b,Kepler-780,2016,0.89,,,281.7663511,44.2924898,FALSE
Kepler-781 b,Kepler-781,2016,2.89,,,287.6535874,47.4147762,FALSE
Kepler-782 b,Kepler-782,2016,3.21,,,288.868246,47.75947,FALSE
Kepler-783 b,Kepler-783,2016,0.78,,,291.0628615,47.484789,FALSE
Kepler-783 c,Kepler-783,2020,2.332,,,291.0628615,47.484789,FALSE
Kepler-784 b,Kepler-784,2016,1.58,,,295.9206663,47.4486164,FALSE
Kepler-785 b,Kepler-785,2016,13.02,,,292.0683108,38.8422004,FALSE
Kepler-786 b,Kepler-786,2016,2.43,,,293.7439223,38.9392217,FALSE
Kepler-787 b,Kepler-787,2016,1.28,,,291.6924773,38.5729105,FALSE
Kepler-788 b,Kepler-788,2016,2.55,,,290.0004154,38.5398551,FALSE
Kepler-789 b,Kepler-789,2016,2.12,,,295.9751549,38.9466396,FALSE
Kepler-79 b,Kepler-79,2012,3.47,,10.9,300.5171067,44.3815508,FALSE
Kepler-79 c,Kepler-79,2012,3.72,,5.9,300.5171067,44.3815508,FALSE
Kepler-79 d,Kepler-79,2014,7.16,,6,300.5171067,44.3815508,FALSE
Kepler-79 e,Kepler-79,2014,3.49,,4.1,300.5171067,44.3815508,FALSE
Kepler-790 b,Kepler-790,2016,2.18,,,286.9171489,38.8722123,FALSE
Kepler-791 b,Kepler-791,2016,3.05,,,293.5958044,39.0294267,FALSE
Kepler-792 b,Kepler-792,2016,1.96,,,292.0068239,38.8207001,FALSE
Kepler-793 b,Kepler-793,2016,1.37,,,295.2167334,38.7744269,FALSE
Kepler-794 b,Kepler-794,2016,2.11,,,288.1336793,38.9968923,FALSE
Kepler-795 b,Kepler-795,2016,1.68,,,291.0189951,38.5455728,FALSE
Kepler-796 b,Kepler-796,2016,1.3,,,287.3078999,39.1447097,FALSE
Kepler-797 b,Kepler-797,2016,2.17,,,297.2089078,41.781645,FALSE
Kepler-798 b,Kepler-798,2016,2.39,,,292.4782785,42.1422821,FALSE
Kepler-799 b,Kepler-799,2016,6.88,,,287.1748966,44.8784754,FALSE
Kepler-8 b,Kepler-8,2010,15.872,1680,187.5197,281.2881335,42.4510975,FALSE
Kepler-80 b,Kepler-80,2012,2.67,,6.93,296.1125759,39.9787451,FALSE
Kepler-80 c,Kepler-80,2012,2.74,,6.74,296.1125759,39.9787451,FALSE
Kepler-80 d,Kepler-80,2014,1.53,,6.75,296.1125759,39.9787451,FALSE
Kepler-80 e,Kepler-80,2014,1.6,,4.13,296.1125759,39.9787451,FALSE
Kepler-80 f,Kepler-80,2016,1.21,,,296.1125759,39.9787451,FALSE
Kepler-80 g,Kepler-80,2017,1.13,418,,296.1125759,39.9787451,FALSE
Kepler-800 b,Kepler-800,2016,2.85,,,286.5747697,44.7951858,FALSE
Kepler-801 b,Kepler-801,2016,2,,,286.0751815,44.6646277,FALSE
Kepler-802 b,Kepler-802,2016,3.54,,,286.0157998,45.0077413,FALSE
Kepler-803 b,Kepler-803,2016,3.79,,,299.2216728,44.6939033,FALSE
Kepler-804 b,Kepler-804,2016,1.94,,,293.3722109,44.7851812,FALSE
Kepler-804 c,Kepler-804,2016,1.14,,,293.3722109,44.7851812,FALSE
Kepler-805 b,Kepler-805,2016,2.89,,,293.2300178,45.053364,FALSE
Kepler-806 b,Kepler-806,2016,1.14,,,296.0071956,44.8535698,FALSE
Kepler-807 b,Kepler-807,2016,10.42,,,289.0201356,48.1197839,FALSE
Kepler-808 b,Kepler-808,2016,1.46,,,291.5941514,48.4454907,FALSE
Kepler-809 b,Kepler-809,2016,3.01,,,289.0836324,48.0180689,FALSE
Kepler-81 b,Kepler-81,2012,2.42,,,293.6369437,42.8248275,FALSE
Kepler-81 c,Kepler-81,2012,2.37,,,293.6369437,42.8248275,FALSE
Kepler-81 d,Kepler-81,2014,1.21,,,293.6369437,42.8248275,FALSE
Kepler-810 b,Kepler-810,2016,1.93,,,296.6148615,48.0825642,FALSE
Kepler-811 b,Kepler-811,2016,2.7,,,285.4241593,47.8345586,FALSE
Kepler-812 b,Kepler-812,2016,3.55,,,288.8552821,48.208517,FALSE
Kepler-813 b,Kepler-813,2016,2.14,,,285.6626752,48.4353251,FALSE
Kepler-814 b,Kepler-814,2016,2.12,,,284.9105256,48.4315896,FALSE
Kepler-815 b,Kepler-815,2016,4.11,,,285.2211238,47.8813037,FALSE
Kepler-816 b,Kepler-816,2016,10.24,,,293.3628165,39.2124394,FALSE
Kepler-817 b,Kepler-817,2016,9.03,,,296.0818498,39.161614,FALSE
Kepler-818 b,Kepler-818,2016,5.11,,,296.2351072,39.3702865,FALSE
Kepler-819 b,Kepler-819,2016,2.76,,,295.3708312,39.1772925,FALSE
Kepler-82 b,Kepler-82,2012,4.07,,12.15,292.8733696,42.9661583,FALSE
Kepler-82 c,Kepler-82,2012,5.34,,13.9,292.8733696,42.9661583,FALSE
Kepler-82 d,Kepler-82,2014,1.77,,,292.8733696,42.9661583,FALSE
Kepler-82 e,Kepler-82,2014,2.47,,,292.8733696,42.9661583,FALSE
Kepler-82 f,Kepler-82,2019,,,20.9,292.8733696,42.9661583,FALSE
Kepler-820 b,Kepler-820,2016,6.09,,,291.0201523,39.2206091,FALSE
Kepler-821 b,Kepler-821,2016,1.31,,,285.6173937,39.3794684,FALSE
Kepler-822 b,Kepler-822,2016,1.77,,,292.2760929,39.5501136,FALSE
Kepler-823 b,Kepler-823,2016,1.57,,,284.5825682,39.2201737,FALSE
Kepler-824 b,Kepler-824,2016,1.87,,,290.477406,39.7319975,FALSE
Kepler-825 b,Kepler-825,2016,1.53,,,294.769825,39.3984081,FALSE
Kepler-825 c,Kepler-825,2016,1.84,,,294.769825,39.3984081,FALSE
Kepler-826 b,Kepler-826,2016,1.25,,,284.8601128,39.2405076,FALSE
Kepler-827 b,Kepler-827,2016,5.63,,,294.9660027,42.7085608,FALSE
Kepler-828 b,Kepler-828,2016,1.51,,,286.8872555,42.4712271,FALSE
Kepler-829 b,Kepler-829,2016,2.11,,,282.3328312,42.4638125,FALSE
Kepler-83 b,Kepler-83,2012,2.83,,,282.2325197,43.6655662,FALSE
Kepler-83 c,Kepler-83,2012,2.36,,,282.2325197,43.6655662,FALSE
Kepler-83 d,Kepler-83,2014,1.94,,,282.2325197,43.6655662,FALSE
Kepler-830 b,Kepler-830,2016,1.7,,,295.054238,42.7568316,FALSE
Kepler-831 b,Kepler-831,2016,1.27,,,294.9855607,42.7277355,FALSE
Kepler-832 b,Kepler-832,2016,2.06,,,295.9261101,45.383869,FALSE
Kepler-833 b,Kepler-833,2016,2.02,,,290.4799052,45.6005798,FALSE
Kepler-834 b,Kepler-834,2016,2.02,,,287.0544674,45.1803351,FALSE
Kepler-835 b,Kepler-835,2016,2.79,,,283.5742181,45.7348003,FALSE
Kepler-836 b,Kepler-836,2016,2.73,,,287.4527659,45.7043964,FALSE
Kepler-837 b,Kepler-837,2016,2.56,,,285.2467607,45.95011,FALSE
Kepler-838 b,Kepler-838,2016,2.73,,,285.4354695,45.975959,FALSE
Kepler-839 b,Kepler-839,2016,2.57,,,291.074684,45.242544,FALSE
Kepler-84 b,Kepler-84,2012,2.23,,,298.2520208,40.4960842,FALSE
Kepler-84 c,Kepler-84,2012,2.36,,,298.2520208,40.4960842,FALSE
Kepler-84 d,Kepler-84,2014,1.38,,,298.2520208,40.4960842,FALSE
Kepler-84 e,Kepler-84,2014,2.6,,,298.2520208,40.4960842,FALSE
