pl_name,hostname,disc_year,radius,temperature,mass,ra,dec,habitable
11 Com b,11 Com,2007,,,6165.6,185.1787793,17.7932516,FALSE
11 UMi b,11 UMi,2009,,,4684.8142,229.2745954,71.8239428,FALSE
14 And b,14 And,2008,,,1525.5,352.82415,39.2358367,FALSE
14 Her b,14 Her,2002,,,1481.0878,242.6021014,43.8163621,FALSE
16 Cyg B b,16 Cyg B,1996,,,565.7374,295.4656422,50.5168243,FALSE
18 Del b,18 Del,2008,,,3273.5,314.6078375,10.8391378,FALSE
1RXS J160929.1-210524 b,1RXS J160929.1-210524,2008,,1700,3000,242.3762343,-21.0831403,FALSE
24 Boo b,24 Boo,2018,,,289.2253,217.1555242,49.8446488,FALSE
24 Sex b,24 Sex,2010,,,632.46,155.8684866,-0.9023998,FALSE
24 Sex c,24 Sex,2010,,,273.32,155.8684866,-0.9023998,FALSE
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2013,,,4131.79,15.8992489,-55.2658291,FALSE
2MASS J01225093-2439505 b,2MASS J01225093-2439505,2013,,,7786.5,20.7128012,-24.6646128,FALSE
2MASS J02192210-3925225 b,2MASS J02192210-3925225,2015,16.141,,4417.837,34.8427046,-39.4230767,FALSE
2MASS J04414489+2301513 b,2MASS J04414489+2301513,2010,,,2383.6,70.4371079,23.0308544,FALSE
2MASS J12073346-3932539 b,2MASS J12073346-3932539,2004,,1250,1589.15,181.8890906,-39.5484399,FALSE
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2015,,,603.877,294.6359173,46.0664076,FALSE
2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,2009,10.31,2075,6657.48,325.1218214,16.4213408,FALSE
2MASS J22362452+4751425 b,2MASS J22362452+4751425,2016,,,3972.875,339.1025931,47.861683,FALSE
30 Ari B b,30 Ari B,2009,,,4392.4106,39.2412736,24.6480103,FALSE
4 UMa b,4 UMa,2006,,,2256.5,130.0528099,64.3280504,FALSE
42 Dra b,42 Dra,2008,,,1233.13,276.4975053,65.5633652,FALSE
47 UMa b,47 UMa,1996,,,804.08,164.8647611,40.4304931,FALSE
47 UMa c,47 UMa,2001,,,171.621,164.8647611,40.4304931,FALSE
47 UMa d,47 UMa,2009,,,521.22,164.8647611,40.4304931,FALSE
51 Eri b,51 Eri,2015,,700,635.66,69.4007424,-2.4738245,FALSE
51 Peg b,51 Peg,1995,,,150.009,344.3675399,20.7690958,FALSE
55 Cnc b,55 Cnc,1996,,,255.4,133.1468373,28.3298154,FALSE
55 Cnc c,55 Cnc,2004,,,51.2,133.1468373,28.3298154,FALSE
55 Cnc d,55 Cnc,2002,,,991.6,133.1468373,28.3298154,FALSE
55 Cnc e,55 Cnc,2004,1.875,,7.99,133.1468373,28.3298154,FALSE
55 Cnc f,55 Cnc,2007,,,47.8,133.1468373,28.3298154,FALSE
6 Lyn b,6 Lyn,2008,,,638.8383,97.6960311,58.1611753,FALSE
61 Vir b,61 Vir,2009,,,5.1,199.596455,-18.3157745,FALSE
61 Vir c,61 Vir,2009,,,18.2,199.596455,-18.3157745,FALSE
61 Vir d,61 Vir,2009,,,22.9,199.596455,-18.3157745,FALSE
7 CMa b,7 CMa,2011,,,587.9855,99.171276,-19.2561808,FALSE
7 CMa c,7 CMa,2019,,,276.5121,99.171276,-19.2561808,FALSE
70 Vir b,70 Vir,1996,,,2357.02728,202.1064898,13.7763085,FALSE
75 Cet b,75 Cet,2012,,,953.49,38.0391598,-1.0350269,FALSE
8 UMi b,8 UMi,2015,,,416.3573,224.201685,74.9009379,FALSE
81 Cet b,81 Cet,2008,,,1684.4,39.4243555,-3.3963607,FALSE
91 Aqr b,91 Aqr,2013,,,1017,348.9745031,-9.0878076,FALSE
AB Pic b,AB Pic,2005,,,4290.5,94.8039208,-58.0541184,FALSE
AU Mic b,AU Mic,2020,4.203,,57.2094,311.2911369,-31.34245,FALSE
BD+03 2562 b,BD+03 2562,2017,,,2034.112,177.5647268,2.7601075,FALSE
BD+14 4559 b,BD+14 4559,2009,,,330.5432,318.4010002,14.6893834,FALSE
BD+15 2375 b,BD+15 2375,2016,,,337.21763,176.4820239,14.6163182,FALSE
BD+15 2940 b,BD+15 2940,2013,,,352.78,240.09564,15.5467507,FALSE
BD+20 2457 b,BD+20 2457,2009,,,17668.1697,154.186782,19.8912626,FALSE
BD+20 2457 c,BD+20 2457,2009,,,3963.17,154.186782,19.8912626,FALSE
BD+20 274 b,BD+20 274,2012,,,1334.886,25.9203179,21.0052692,FALSE
BD+20 594 b,BD+20 594,2016,2.578,,22.2481,53.6511231,20.5990205,FALSE
BD+45 564 b,BD+45 564,2021,,,432.24663,32.9470485,45.9242187,FALSE
BD+48 738 b,BD+48 738,2011,,,289.2253,40.7102869,49.5869395,FALSE
BD+48 740 b,BD+48 740,2018,,,540.311,40.7425426,48.9300579,FALSE
BD+49 828 b,BD+49 828,2015,,,508.5,45.6406187,49.7299481,FALSE
BD+55 362 b,BD+55 362,2021,,,228.83645,23.9636676,56.6982282,FALSE
BD+63 1405 b,BD+63 1405,2021,,,1258.60049,271.3979337,63.6700064,FALSE
BD-00 4475 b,BD-00 4475,2021,,,7961.6016,347.7108441,0.4085612,FALSE
BD-06 1339 b,BD-06 1339,2013,,,8.5,88.2511811,-5.9963378,FALSE
BD-06 1339 c,BD-06 1339,2013,,,53,88.2511811,-5.9963378,FALSE
BD-08 2823 b,BD-08 2823,2009,,,12.7132,150.1971964,-9.5165689,FALSE
BD-08 2823 c,BD-08 2823,2009,,,104,150.1971964,-9.5165689,FALSE
BD-10 3166 b,BD-10 3166,2000,,,187.5197,164.6191243,-10.7704227,FALSE
BD-11 4672 b,BD-11 4672,2014,,,206.5895,278.3688659,-11.6370481,FALSE
BD-11 4672 c,BD-11 4672,2020,,,15.37,278.3688659,-11.6370481,FALSE
BD-13 2130 b,BD-13 2130,2007,,,3108.3774,114.2884692,-13.9066703,FALSE
BD-17 63 b,BD-17 63,2008,,,1620.9,7.1413494,-16.2273254,FALSE
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,2011,,370,3337.1,224.6208333,10.2286111,FALSE
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,2021,20.849,1800,2479.06157,246.934277,-23.98115,FALSE
CHXR 73 b,CHXR 73,2006,,,3994.486,166.6193985,-77.6258725,FALSE
CI Tau b,CI Tau,2019,,,3686.828,68.4667685,22.8416192,FALSE
CT Cha b,CT Cha,2007,24.66,2600,5403,166.0375038,-76.4553693,FALSE
CoRoT-1 b,CoRoT-1,2008,16.7,1898,327.35,102.0798591,-3.1021394,FALSE
CoRoT-10 b,CoRoT-10,2010,10.87,600,874,291.0636813,0.7460143,FALSE
CoRoT-11 b,CoRoT-11,2010,16.03,1657,740.51,280.6872998,5.9376586,FALSE
CoRoT-12 b,CoRoT-12,2010,16.14,1442,291.438,100.7656871,-1.2964437,FALSE
CoRoT-13 b,CoRoT-13,2010,9.92,1700,415.704,102.7211432,-5.0864557,FALSE
CoRoT-14 b,CoRoT-14,2010,12.22,1952,2415.4,103.4242023,-5.5360385,FALSE
CoRoT-16 b,CoRoT-16,2011,13.11,,170.032,278.5246658,-6.0026026,FALSE
CoRoT-17 b,CoRoT-17,2011,11.43,1626,772.29,278.699236,-6.612288,FALSE
CoRoT-18 b,CoRoT-18,2011,14.68,1550,1102.82,98.1724172,-0.0316045,FALSE
CoRoT-19 b,CoRoT-19,2011,14.46,2000,352.78,97.0335983,-0.1707293,FALSE
CoRoT-2 b,CoRoT-2,2008,16.432,,1102.82,291.7770457,1.3836634,FALSE
CoRoT-20 b,CoRoT-20,2011,,,1366.669,97.7204249,0.2268931,FALSE
CoRoT-20 c,CoRoT-20,2018,,,5403.11,97.7204249,0.2268931,FALSE
CoRoT-21 b,CoRoT-21,2012,14.572,,718.2958,101.0526207,-0.2991544,FALSE
CoRoT-22 b,CoRoT-22,2014,4.88,885,12.2,280.6671392,6.2191669,FALSE
CoRoT-23 b,CoRoT-23,2011,11.77,1660,889.9,279.7826586,4.3577516,FALSE
CoRoT-24 b,CoRoT-24,2014,3.7,1070,5.7,101.922543,-3.7192892,FALSE
CoRoT-24 c,CoRoT-24,2014,5,850,28,101.922543,-3.7192892,FALSE
CoRoT-25 b,CoRoT-25,2013,12.11,1330,85.81,280.6296561,6.5138223,FALSE
CoRoT-26 b,CoRoT-26,2013,14.12,1600,165.26,279.7504991,6.9697828,FALSE
CoRoT-27 b,CoRoT-27,2014,11.287,1500,3302.11,278.4958319,5.5383811,FALSE
CoRoT-28 b,CoRoT-28,2015,10.705,,153.82972,278.6883216,5.5736911,FALSE
CoRoT-29 b,CoRoT-29,2015,10.088,,270.1555,278.9020691,6.4795703,FALSE
CoRoT-3 b,CoRoT-3,2008,11.32,,6883.91,292.0552827,0.1218359,FALSE
CoRoT-30 b,CoRoT-30,2020,11.31,,921.707,277.6011767,6.8359338,FALSE
CoRoT-31 b,CoRoT-31,2020,16.365,,266.9772,94.820735,-4.4222978,FALSE
CoRoT-4 b,CoRoT-4,2008,13.34,1074,228.83,102.1946233,-0.6727861,FALSE
CoRoT-5 b,CoRoT-5,2009,15.558,1438,148.42,101.2772396,0.8152163,FALSE
CoRoT-6 b,CoRoT-6,2009,13.068,1017,940.74,281.0725563,6.6632062,FALSE
CoRoT-7 b,CoRoT-7,2009,1.681,,4.07661,100.9561682,-1.0630076,FALSE
CoRoT-7 c,CoRoT-7,2009,,,8.4,100.9561682,-1.0630076,FALSE
CoRoT-8 b,CoRoT-8,2010,6.39,,69.92,291.5885696,1.4262972,FALSE
CoRoT-9 b,CoRoT-9,2009,11.949,420,266.9772,280.7866461,6.2040783,FALSE
CoRoTID 223977153 b,CoRoTID 223977153,2017,6.389,938,47.6745,100.1951714,9.2573953,FALSE
DE CVn b,DE CVn,2018,,,3823.2733,201.7207198,45.5455449,FALSE
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,2013,,,9057.77,125.7620668,-49.2003008,FALSE
DH Tau b,DH Tau,2004,,,3496,67.4231674,26.5493897,FALSE
DMPP-1 b,DMPP-1,2019,,877,24.27,86.7761233,-10.6303217,FALSE
DMPP-1 c,DMPP-1,2019,,1239,9.6,86.7761233,-10.6303217,FALSE
DMPP-1 d,DMPP-1,2019,,1632,3.35,86.7761233,-10.6303217,FALSE
DMPP-1 e,DMPP-1,2019,,1314,4.13,86.7761233,-10.6303217,FALSE
DMPP-2 b,DMPP-2,2019,,1000,138.89171,27.407731,-34.4590985,FALSE
DMPP-3 A b,DMPP-3 A,2019,,854,2.58,91.624382,-72.5126648,FALSE
DP Leo b,DP Leo,2009,,,1922.79,169.3162193,17.9615717,FALSE
DS Tuc A b,DS Tuc A,2019,5.7,850,,354.9154673,-69.196043,FALSE
EPIC 201170410.02,EPIC 201170410,2020,1.047,,,170.1408561,-4.8070039,FALSE
EPIC 201238110 b,EPIC 201238110,2019,1.87,,,179.7058532,-3.3894613,TRUE
EPIC 201497682 b,EPIC 201497682,2019,0.692,,,168.9366786,0.4880606,FALSE
EPIC 201615463 c,K2-166,2019,1.22,,,185.1880932,2.2823788,FALSE
EPIC 201754305 d,K2-16,2019,1.03,,,175.0972238,4.5574311,FALSE
EPIC 201757695.02,EPIC 201757695,2020,0.908,,,173.9385102,4.6164303,FALSE
EPIC 201833600 c,K2-50,2019,1,,,169.483654,5.988289,FALSE
EPIC 201841433 b,EPIC 201841433,2019,1.04,,,175.206752,6.1348146,FALSE
EPIC 205950854 c,K2-168,2019,1.31,961,,333.1100738,-16.3418863,FALSE
EPIC 206024342 b,EPIC 206024342,2019,1.7,,,331.2771441,-14.1218019,FALSE
EPIC 206032309 b,EPIC 206032309,2019,1.01,,,341.2404563,-13.9011223,FALSE
EPIC 206042996 b,EPIC 206042996,2019,1.62,,,337.5136198,-13.6101475,FALSE
EPIC 206215704 b,EPIC 206215704,2019,0.9,,,335.0949721,-9.5097112,FALSE
EPIC 206317286 b,EPIC 206317286,2019,0.96,,,337.6178427,-7.972456,FALSE
EPIC 211822797 b,EPIC 211822797,2016,1.98,,,130.4102091,17.6399744,FALSE
EPIC 211945201 b,EPIC 211945201,2018,5.76,817,,136.5741931,19.4020565,FALSE
EPIC 212297394 b,EPIC 212297394,2019,1.323,,,207.2061241,-17.6098985,FALSE
EPIC 212424622 b,EPIC 212424622,2019,2.17,,,202.3313765,-14.3594358,FALSE
EPIC 212499991 b,EPIC 212499991,2019,1.6,,,202.488752,-12.7347749,FALSE
EPIC 212587672 b,EPIC 212587672,2019,1.12,,,205.4445125,-10.8625468,FALSE
EPIC 212737443 b,EPIC 212737443,2019,2.586,536,,204.2215065,-7.3180577,FALSE
EPIC 212737443 c,EPIC 212737443,2019,2.69,316,,204.2215065,-7.3180577,FALSE
EPIC 220554210 c,K2-282,2019,1.48,,,13.4321524,7.9952914,FALSE
EPIC 220674823 b,EPIC 220674823,2016,1.82,2119,,13.0800239,10.7947051,FALSE
EPIC 220674823 c,EPIC 220674823,2016,2.73,741,,13.0800239,10.7947051,FALSE
EPIC 246851721 b,EPIC 246851721,2018,11.781,1401,953.49,78.9198197,16.2786991,FALSE
EPIC 248847494 b,EPIC 248847494,2018,12.442,183,4131.79,159.3890808,11.8427484,FALSE
EPIC 249893012 b,EPIC 249893012,2020,1.95,1616,8.75,228.2482353,-16.7246474,FALSE
EPIC 249893012 c,EPIC 249893012,2020,3.67,990,14.67,228.2482353,-16.7246474,FALSE
EPIC 249893012 d,EPIC 249893012,2020,3.94,752,10.18,228.2482353,-16.7246474,FALSE
FU Tau b,FU Tau,2008,,2375,5085.28,65.8974962,25.0506711,FALSE
G 9-40 b,G 9-40,2019,2.025,456,,134.7188514,21.0747961,FALSE
GJ 1061 b,GJ 1061,2020,,,1.37,54.0032486,-44.5143104,FALSE
GJ 1061 c,GJ 1061,2020,,,1.74,54.0032486,-44.5143104,TRUE
GJ 1061 d,GJ 1061,2020,,,1.64,54.0032486,-44.5143104,TRUE
GJ 1132 b,GJ 1132,2015,1.13,529,1.66,153.7090696,-47.1549358,FALSE
GJ 1132 c,GJ 1132,2018,,300,2.64,153.7090696,-47.1549358,FALSE
GJ 1148 b,GJ 1148,2010,,,96.7,175.4326081,42.7515862,FALSE
GJ 1148 c,GJ 1148,2017,,,68.06,175.4326081,42.7515862,FALSE
GJ 1151 b,GJ 1151,2021,,,2.5,177.7304866,48.3732334,FALSE
GJ 1214 b,GJ 1214,2009,2.847,,6.26125,258.8313991,4.9606795,FALSE
GJ 1252 b,GJ 1252,2020,1.193,1089,2.09,306.9286462,-56.4622865,FALSE
GJ 1265 b,GJ 1265,2018,,,7.4,333.4324675,-17.6870623,FALSE
GJ 143 b,GJ 143,2019,2.61,422,22.7,51.7501882,-63.500166,FALSE
GJ 15 A b,GJ 15 A,2014,,,3.03,4.6126677,44.0247296,FALSE
GJ 15 A c,GJ 15 A,2018,,,36,4.6126677,44.0247296,FALSE
GJ 160.2 b,GJ 160.2,2014,,,10.2,61.6454173,-20.8564724,FALSE
GJ 163 b,GJ 163,2013,,,10.6,62.3228353,-53.3711768,FALSE
GJ 163 c,GJ 163,2013,,,6.8,62.3228353,-53.3711768,TRUE
GJ 163 d,GJ 163,2013,,,29.4,62.3228353,-53.3711768,FALSE
GJ 179 b,GJ 179,2009,,,260.61,73.0245495,6.4752347,FALSE
GJ 180 b,GJ 180,2014,,,6.49,73.460097,-17.776194,FALSE
GJ 180 c,GJ 180,2014,,,6.4,73.460097,-17.776194,TRUE
GJ 180 d,GJ 180,2020,,,7.56,73.460097,-17.776194,FALSE
GJ 2056 b,GJ 2056,2020,,,16.2,108.0194945,-24.8921008,FALSE
GJ 229 A c,GJ 229,2020,,,7.268,92.6435993,-21.8677233,TRUE
GJ 229 b,GJ 229,2014,,,8.478,92.6435993,-21.8677233,FALSE
GJ 251 b,GJ 251,2020,,351,4,103.7002499,33.2664632,FALSE
GJ 27.1 b,GJ 27.1,2014,,,13,9.9980016,-44.2541679,FALSE
GJ 273 b,GJ 273,2017,,,2.89,111.852091,5.225807,TRUE
GJ 273 c,GJ 273,2017,,,1.18,111.852091,5.225807,FALSE
GJ 3021 b,GJ 3021,2000,,350,1071.04,4.0634323,-79.8514218,FALSE
GJ 3082 b,GJ 3082,2020,,,8.2,18.6432425,-53.9407751,FALSE
GJ 3138 b,GJ 3138,2017,,,1.78,32.2977385,-16.3392495,FALSE
GJ 3138 c,GJ 3138,2017,,,4.18,32.2977385,-16.3392495,FALSE
GJ 3138 d,GJ 3138,2017,,,10.5,32.2977385,-16.3392495,FALSE
GJ 317 b,GJ 317,2007,,,557.1,130.2445254,-23.452809,FALSE
GJ 317 c,GJ 317,2018,,,522.5,130.2445254,-23.452809,FALSE
GJ 328 b,GJ 328,2013,,,731,133.7819507,1.5420011,FALSE
GJ 3293 b,GJ 3293,2015,,,23.54,67.1484425,-25.1713396,FALSE
GJ 3293 c,GJ 3293,2015,,,21.09,67.1484425,-25.1713396,FALSE
GJ 3293 d,GJ 3293,2017,,,7.6,67.1484425,-25.1713396,TRUE
GJ 3293 e,GJ 3293,2017,,,3.28,67.1484425,-25.1713396,FALSE
GJ 3323 b,GJ 3323,2017,,,2.02,75.4868824,-6.9485133,FALSE
GJ 3323 c,GJ 3323,2017,,,2.31,75.4868824,-6.9485133,FALSE
GJ 3341 b,GJ 3341,2015,,,6.6,78.9471415,-31.2948458,FALSE
GJ 338 B b,GJ 338 B,2020,,391,10.27,138.5916722,52.6835211,FALSE
GJ 3470 b,GJ 3470,2012,4.57,594,13.9,119.7735021,15.391209,FALSE
GJ 3473 b,GJ 3473,2020,1.264,773,1.86,120.5936065,3.3371629,FALSE
GJ 3473 c,GJ 3473,2020,,329,7.41,120.5936065,3.3371629,FALSE
GJ 3512 b,GJ 3512,2019,,,147.15529,130.3316616,59.4918364,FALSE
GJ 357 b,GJ 357,2019,1.217,525,1.84,144.0074644,-21.6650634,FALSE
GJ 357 c,GJ 357,2019,,401,3.4,144.0074644,-21.6650634,FALSE
GJ 357 d,GJ 357,2019,,220,6.1,144.0074644,-21.6650634,TRUE
GJ 3634 b,GJ 3634,2010,,,8.4,164.6433493,-31.1443383,FALSE
GJ 3779 b,GJ 3779,2018,,,8,200.7335358,24.4639425,FALSE
GJ 3942 b,GJ 3942,2017,,590,7.14,242.2645452,52.9441443,FALSE
GJ 3998 b,GJ 3998,2016,,,2.47,259.0020507,11.0561751,FALSE
GJ 3998 c,GJ 3998,2016,,,6.26,259.0020507,11.0561751,FALSE
GJ 411 b,GJ 411,2019,,370,2.69,165.834471,35.972317,FALSE
GJ 414 A b,GJ 414 A,2021,2.63,309,7.6,167.7745044,30.4451688,FALSE
GJ 414 A c,GJ 414 A,2021,8.4,125,53.83,167.7745044,30.4451688,FALSE
GJ 422 b,GJ 422,2014,,,11.07,168.9810458,-57.5425629,FALSE
GJ 4276 b,GJ 4276,2019,,,16.57,336.3221454,59.412503,FALSE
GJ 433 b,GJ 433,2011,,,6.043,173.8619194,-32.5436302,FALSE
GJ 433 c,GJ 433,2014,,,32.422,173.8619194,-32.5436302,FALSE
GJ 433 d,GJ 433,2020,,,5.223,173.8619194,-32.5436302,FALSE
GJ 436 b,GJ 436,2004,4.17,,22.1,175.5505363,26.7030669,FALSE
GJ 480 b,GJ 480,2020,,,13.2,189.7134226,11.6950708,FALSE
GJ 486 b,GJ 486,2021,1.305,701,2.82,191.981531,9.7494181,FALSE
GJ 504 b,GJ 504,2013,,510,1271.3,199.192348,9.4249781,FALSE
GJ 536 b,GJ 536,2016,,,5.36,210.2597264,-2.6522901,FALSE
GJ 581 b,GJ 581,2005,,,15.8,229.8564725,-7.7226935,FALSE
GJ 581 c,GJ 581,2007,,,5.5,229.8564725,-7.7226935,FALSE
GJ 581 e,GJ 581,2009,,,1.7,229.8564725,-7.7226935,FALSE
GJ 625 b,GJ 625,2017,,,2.82,246.3557854,54.3033625,TRUE
GJ 649 b,GJ 649,2009,,,104.244,254.5363221,25.7419719,FALSE
GJ 667 C b,GJ 667 C,2011,,,5.6,259.7510609,-34.9977651,FALSE
GJ 667 C c,GJ 667 C,2011,,,3.8,259.7510609,-34.9977651,TRUE
GJ 667 C e,GJ 667 C,2013,,,2.7,259.7510609,-34.9977651,FALSE
GJ 667 C f,GJ 667 C,2013,,,2.7,259.7510609,-34.9977651,FALSE
GJ 667 C g,GJ 667 C,2013,,,4.6,259.7510609,-34.9977651,FALSE
GJ 674 b,GJ 674,2007,,,11.09,262.1700476,-46.8989826,FALSE
GJ 676 A b,GJ 676 A,2010,,,1576.4368,262.5448903,-51.6377777,FALSE
GJ 676 A c,GJ 676 A,2016,,,2161.244,262.5448903,-51.6377777,FALSE
GJ 676 A d,GJ 676 A,2012,,,4.4,262.5448903,-51.6377777,FALSE
GJ 676 A e,GJ 676 A,2012,,,8.1,262.5448903,-51.6377777,FALSE
GJ 682 b,GJ 682,2014,,,4.4,264.2610245,-44.3232519,FALSE
GJ 682 c,GJ 682,2014,,,8.7,264.2610245,-44.3232519,FALSE
GJ 685 b,GJ 685,2019,,,9,263.8960378,61.6793482,FALSE
GJ 687 b,GJ 687,2014,,,17.2,264.1041731,68.3336741,FALSE
GJ 687 c,GJ 687,2020,,,16,264.1041731,68.3336741,FALSE
GJ 740 b,GJ 740,2021,,829,2.96,284.4997178,5.902867,FALSE
GJ 832 b,GJ 832,2008,,,216,323.3912616,-49.0125169,FALSE
GJ 832 c,GJ 832,2014,,,5.4,323.3912616,-49.0125169,TRUE
GJ 849 b,GJ 849,2006,,,317.83,332.4229938,-4.6408317,FALSE
GJ 86 b,GJ 86,1999,,,1404.8086,32.6224785,-50.8209945,FALSE
GJ 876 b,GJ 876,1998,,,723.2235,343.3239737,-14.2665958,FALSE
GJ 876 c,GJ 876,2000,,,226.9846,343.3239737,-14.2665958,FALSE
GJ 876 d,GJ 876,2005,,,6.83,343.3239737,-14.2665958,FALSE
GJ 876 e,GJ 876,2010,,,14.6,343.3239737,-14.2665958,FALSE
GJ 887 b,GJ 887,2020,,468,4.2,346.4668274,-35.8530693,FALSE
GJ 887 c,GJ 887,2020,,352,7.6,346.4668274,-35.8530693,FALSE
GJ 9066 b,GJ 9066,2020,,,30.9,30.0588307,13.0443172,FALSE
GJ 9066 c,GJ 9066,2020,,,71.6,30.0588307,13.0443172,FALSE
GJ 96 b,GJ 96,2018,,,19.66,35.5624031,47.8802075,FALSE
GJ 9827 b,GJ 9827,2017,1.577,,4.91,351.7717763,-1.2853435,FALSE
GJ 9827 c,GJ 9827,2017,1.241,,0.84,351.7717763,-1.2853435,FALSE
GJ 9827 d,GJ 9827,2017,2.022,,4.04,351.7717763,-1.2853435,FALSE
GQ Lup b,GQ Lup,2004,33.6,2650,6356,237.3003643,-35.6515055,FALSE
GSC 06214-00210 b,GSC 06214-00210,2010,,,4258.7,245.4776921,-20.7193398,FALSE
GU Psc b,GU Psc,2014,14.179,1050,3591.3,18.146485,17.0650029,FALSE
Gl 378 b,Gl 378,2019,,830,13.02,150.5865513,48.0824515,FALSE
Gl 49 b,Gl 49,2019,,,5.63,15.6687321,62.3454386,FALSE
Gl 686 b,Gl 686,2018,,,6.624,264.4764878,18.5959509,FALSE
HAT-P-1 b,HAT-P-1,2006,14.785,1322,166.86075,344.4453632,38.674919,FALSE
HAT-P-11 b,HAT-P-11,2008,4.36,,23.4,297.7101763,48.0818635,FALSE
HAT-P-11 c,HAT-P-11,2018,,,507,297.7101763,48.0818635,FALSE
HAT-P-12 b,HAT-P-12,2009,10.749,963,67.059,209.3886452,43.49331,FALSE
HAT-P-13 b,HAT-P-13,2009,14.258,,270.462,129.8823772,47.3519076,FALSE
HAT-P-13 c,HAT-P-13,2009,,,4538.421,129.8823772,47.3519076,FALSE
HAT-P-14 b,HAT-P-14,2010,15.917,,1093.3352,260.1161719,38.2421682,FALSE
HAT-P-15 b,HAT-P-15,2010,11.882,,616.5902,66.248142,39.460602,FALSE
HAT-P-16 b,HAT-P-16,2010,14.448,1626,1332.605,9.5730343,42.4630961,FALSE
HAT-P-17 b,HAT-P-17,2010,11.769,,184.3414,324.5359781,30.4881882,FALSE
HAT-P-17 c,HAT-P-17,2010,,,1080.6,324.5359781,30.4881882,FALSE
HAT-P-18 b,HAT-P-18,2010,11.153,852,62.61,256.346376,33.0123251,FALSE
HAT-P-19 b,HAT-P-19,2010,12.689,1010,92.802,9.5165832,34.7114025,FALSE
HAT-P-2 b,HAT-P-2,2007,,,2739.6946,245.1514324,41.0479601,FALSE
HAT-P-20 b,HAT-P-20,2010,9.718,970,2302.899,111.9164295,24.3361185,FALSE
HAT-P-21 b,HAT-P-21,2010,12.442,,1547.8321,171.2749348,41.0280207,FALSE
HAT-P-22 b,HAT-P-22,2010,12.89,,785.0401,155.6814593,50.1287115,FALSE
HAT-P-23 b,HAT-P-23,2010,12.218,,425.8922,306.1239076,16.7621462,FALSE
HAT-P-24 b,HAT-P-24,2010,14.572,,238.3725,108.8251171,14.2626064,FALSE
HAT-P-25 b,HAT-P-25,2010,12.722,1182,180.84527,48.4354731,25.1973548,FALSE
HAT-P-26 b,HAT-P-26,2010,7.062,,22.2481,213.1565508,4.0594175,FALSE
HAT-P-27 b,HAT-P-27,2011,11.43,,197.05,222.7673221,5.9473626,FALSE
HAT-P-28 b,HAT-P-28,2011,13.585,1384,198.953,13.0009159,34.728402,FALSE
HAT-P-29 b,HAT-P-29,2011,13.115,,279.6904,33.1310921,51.7787754,FALSE
HAT-P-3 b,HAT-P-3,2007,10.536,,206.5895,206.0940142,48.028565,FALSE
HAT-P-30 b,HAT-P-30,2011,16.141,,263.7989,123.9498431,5.8368669,FALSE
HAT-P-31 b,HAT-P-31,2011,12.218,,721.4741,271.5376722,26.4266061,FALSE
HAT-P-32 b,HAT-P-32,2011,22.194,1836,216.1244,31.0427614,46.6878512,FALSE
HAT-P-33 b,HAT-P-33,2011,20.737,,292.4036,113.1842383,33.8350214,FALSE
HAT-P-34 b,HAT-P-34,2011,13.417,,1058.3739,303.1954355,18.1047776,FALSE
HAT-P-35 b,HAT-P-35,2011,14.93,,335.62848,123.250703,4.7870288,FALSE
HAT-P-36 b,HAT-P-36,2011,14.314,1781,587.41341,188.2662048,44.9153672,FALSE
HAT-P-37 b,HAT-P-37,2011,13.204,1271,371.528,284.2960393,51.2691212,FALSE
HAT-P-38 b,HAT-P-38,2012,9.247,1082,84.857,35.3834942,32.2460441,FALSE
HAT-P-39 b,HAT-P-39,2012,17.609,1752,190.372,113.7582526,17.8300283,FALSE
HAT-P-4 b,HAT-P-4,2007,14.28,1686,213.255,229.99122,36.229545,FALSE
HAT-P-40 b,HAT-P-40,2012,17.038,,152.5584,335.5129199,45.4573423,FALSE
HAT-P-41 b,HAT-P-41,2012,22.978,,378.2177,297.3226523,4.6724124,FALSE
HAT-P-42 b,HAT-P-42,2012,14.348,1428,331.801,135.3443583,6.0970828,FALSE
HAT-P-43 b,HAT-P-43,2012,14.359,1361,210.395,128.9256885,10.2065866,FALSE
HAT-P-44 b,HAT-P-44,2014,13.922,1108,111.871,213.1438604,47.0147826,FALSE
HAT-P-44 c,HAT-P-44,2014,,,1271.3,213.1438604,47.0147826,FALSE
HAT-P-45 b,HAT-P-45,2014,15.984,1652,283.492,274.3732697,-3.3810594,FALSE
HAT-P-46 b,HAT-P-46,2014,14.392,1458,156.684,270.4441831,-2.97098,FALSE
HAT-P-49 b,HAT-P-49,2014,17.822,,699.226,305.4413294,26.6926759,FALSE
HAT-P-5 b,HAT-P-5,2007,13.563,,311.4734,274.4055335,36.6214617,FALSE
HAT-P-50 b,HAT-P-50,2015,14.437,1862,429.0705,118.0634379,12.1393474,FALSE
HAT-P-51 b,HAT-P-51,2015,14.493,1192,98.20947,21.0651251,32.8107,FALSE
